epoch,train_loss
1,0.6822661437990563
2,0.6811852921740458
3,0.6805843168598303
4,0.6801140863369082
5,0.6787560112138195
6,0.676234875575574
7,0.6747149847335605
8,0.6717562000308417
9,0.6689923967336587
10,0.6673256342161845
11,0.6668926115470536
12,0.6641433213322221
