stutter_type,f1,precision,recall,auprc
Block,0.5177165354330708,0.6197957580518461,0.4445070422535211,0.6275343132254965
Prolongation,0.5202885482416592,0.6361631753031973,0.4401220442410374,0.6378641042555585
SoundRep,0.5267080745341615,0.6074498567335244,0.4649122807017544,0.5777687139981746
WordRep,0.49106449106449107,0.5745454545454546,0.4287652645861601,0.5382514359882915
Interjection,0.6438557763061075,0.7421543681085666,0.5685510071474984,0.7542622779781394
