epoch,tau,train_loss
1,1.0,0.6851100629238784
2,0.9181818181818182,0.6833150426584749
3,0.8363636363636364,0.6831953060652645
4,0.7545454545454545,0.6824289989853498
5,0.6727272727272727,0.682484418388988
6,0.5909090909090909,0.6825112389822492
7,0.509090909090909,0.6823680839935463
8,0.42727272727272725,0.6823840523501726
9,0.34545454545454546,0.6818630515431365
10,0.26363636363636356,0.6821986492157439
11,0.18181818181818188,0.6823509985167169
12,0.09999999999999998,0.6819092992018695
