epoch,train_loss
1,0.6319211646433339
2,0.6053573307709328
3,0.5972116110827244
4,0.5855992237964448
5,0.5792961180053297
6,0.5683781072885846
7,0.5585770009094891
8,0.5502849891835268
9,0.5365579062544881
10,0.5265350192678343
