stutter_type,f1,precision,recall,auprc
Block,0.5081116158338741,0.5990818668706962,0.4411267605633803,0.5970811014188191
Prolongation,0.2871165644171779,0.7335423197492164,0.17848970251716248,0.5498691130384223
SoundRep,0.43444730077120824,0.5248447204968945,0.3706140350877193,0.48390715788212085
WordRep,0.4215481171548117,0.34297872340425534,0.5468113975576662,0.40930898657282555
Interjection,0.5183585313174947,0.5811138014527845,0.4678362573099415,0.5837663930032881
