stutter_type,f1,precision,recall,auprc
Block,0.5118391177424586,0.6032110091743119,0.4445070422535211,0.602451995458803
Prolongation,0.4430798299480397,0.5818858560794045,0.35774218154080856,0.5492804033352406
SoundRep,0.46033653846153844,0.5093085106382979,0.4199561403508772,0.47900006681674556
WordRep,0.35736196319018404,0.4109347442680776,0.31614654002713705,0.3601983258583016
Interjection,0.5552754771335974,0.622778675282714,0.5009746588693957,0.6349648165888792
