stutter_type,f1,precision,recall,auprc
Block,0.4978569073524563,0.6001589825119237,0.4253521126760563,0.5928760890329838
Prolongation,0.4774774774774775,0.6943231441048034,0.36384439359267734,0.6101091360822211
SoundRep,0.45013123359580054,0.5604575163398693,0.37609649122807015,0.5011729648619039
WordRep,0.3672758920800696,0.5121359223300971,0.2862957937584803,0.4254450397973469
Interjection,0.5727069351230425,0.6719160104986877,0.49902534113060426,0.6632764854066403
