stutter_type,f1,precision,recall,auprc
Block,0.6055276381909548,0.546485260770975,0.6788732394366197,0.6091254501888705
Prolongation,0.5779323427126146,0.49352051835853133,0.6971777269260107,0.5986189564873674
SoundRep,0.5006983240223464,0.3673155737704918,0.7861842105263158,0.5115101300838325
WordRep,0.42078113485630064,0.28882144663631765,0.7747625508819539,0.4450447025584604
Interjection,0.6188944135712197,0.5627659574468085,0.6874593892137751,0.6383553552580388
