epoch,train_loss
1,0.6823917394105227
2,0.6780472897051967
3,0.6701630421643963
4,0.6617225941588678
5,0.6552100090768399
6,0.6498725235362396
7,0.6478183508860212
8,0.6458494542347019
9,0.6430432615141012
10,0.6421339631194676
