dim,soft_layer_1,soft_layer_3,soft_layer_6,soft_layer_9,soft_layer_12,hard_selected_layer
61,0.19093118607997894,0.22395287454128265,0.16403403878211975,0.20623324811458588,0.21484869718551636,3
62,0.22292771935462952,0.21468062698841095,0.18857841193675995,0.15518824756145477,0.21862494945526123,9
63,0.18728500604629517,0.20158670842647552,0.23466157913208008,0.19080787897109985,0.18565884232521057,1
64,0.242471382021904,0.21810759603977203,0.19219136238098145,0.18202392756938934,0.16520582139492035,6
65,0.24562112987041473,0.1747889518737793,0.194554403424263,0.16462470591068268,0.2204107642173767,6
66,0.2070842981338501,0.23209623992443085,0.16982465982437134,0.21105115115642548,0.17994363605976105,3
67,0.19845782220363617,0.18877802789211273,0.17114272713661194,0.23381799459457397,0.20780350267887115,12
68,0.25659722089767456,0.18341833353042603,0.16312038898468018,0.1949291080236435,0.20193493366241455,1
69,0.2161618173122406,0.21990786492824554,0.1663418412208557,0.17892438173294067,0.21866409480571747,1
70,0.17714211344718933,0.18148569762706757,0.17491239309310913,0.18709824979305267,0.2793615460395813,9
71,0.22622117400169373,0.21133805811405182,0.19626212120056152,0.16688358783721924,0.1992950737476349,3
72,0.19090647995471954,0.19628594815731049,0.17814457416534424,0.24351347982883453,0.19114945828914642,6
73,0.22025322914123535,0.22250805795192719,0.16891847550868988,0.19335228204727173,0.19496797025203705,1
74,0.1782173216342926,0.22235417366027832,0.19213715195655823,0.19468452036380768,0.21260686218738556,12
75,0.19069314002990723,0.1834668219089508,0.18672366440296173,0.19217127561569214,0.24694514274597168,6
76,0.20044095814228058,0.1990688443183899,0.21352583169937134,0.19018204510211945,0.19678233563899994,12
77,0.17999114096164703,0.20126686990261078,0.17238667607307434,0.23720595240592957,0.20914939045906067,6
78,0.1905728578567505,0.22417140007019043,0.2297103852033615,0.18200162053108215,0.1735437661409378,9
79,0.17940591275691986,0.20066674053668976,0.19985119998455048,0.2240118831396103,0.19606423377990723,9
80,0.2055945247411728,0.18985341489315033,0.18507955968379974,0.2218170464038849,0.19765543937683105,9
81,0.18683995306491852,0.20143452286720276,0.22244645655155182,0.19462570548057556,0.19465334713459015,9
82,0.17795351147651672,0.17003054916858673,0.2298247069120407,0.18704088032245636,0.23515038192272186,9
83,0.2199876606464386,0.17274828255176544,0.25309544801712036,0.18542267382144928,0.1687459498643875,6
84,0.18559493124485016,0.19928310811519623,0.20379918813705444,0.22702716290950775,0.18429560959339142,1
85,0.19194836914539337,0.21192561089992523,0.20138801634311676,0.21054816246032715,0.18418990075588226,1
86,0.2169005274772644,0.21620768308639526,0.1861809492111206,0.18383441865444183,0.1968764066696167,6
87,0.21308419108390808,0.20259325206279755,0.17804290354251862,0.20402315258979797,0.20225650072097778,3
88,0.20766276121139526,0.18425126373767853,0.18351122736930847,0.2080630362033844,0.21651172637939453,9
89,0.20791707932949066,0.18839411437511444,0.2076617330312729,0.18179923295974731,0.21422778069972992,9
90,0.21545816957950592,0.19945573806762695,0.1813286393880844,0.17513713240623474,0.22862033545970917,6
91,0.20117200911045074,0.18076124787330627,0.21404385566711426,0.1983720362186432,0.20565083622932434,3
92,0.20828722417354584,0.20529669523239136,0.1730617880821228,0.17870721220970154,0.23464706540107727,1
93,0.20384559035301208,0.21322695910930634,0.2024221420288086,0.1833430975675583,0.19716215133666992,1
94,0.19903086125850677,0.20027121901512146,0.16764356195926666,0.22171393036842346,0.21134042739868164,1
95,0.18536518514156342,0.20392321050167084,0.18255484104156494,0.2049761563539505,0.22318057715892792,9
96,0.21280495822429657,0.18901926279067993,0.19197168946266174,0.20683994889259338,0.19936420023441315,6
97,0.20589908957481384,0.1939288228750229,0.21524903178215027,0.2017751783132553,0.18314781785011292,6
98,0.18286706507205963,0.19504530727863312,0.21959789097309113,0.214573472738266,0.18791626393795013,6
99,0.20071519911289215,0.2059754729270935,0.17042744159698486,0.21926479041576385,0.20361711084842682,6
100,0.20888662338256836,0.18348528444766998,0.27595674991607666,0.16542451083660126,0.16624684631824493,12
101,0.2121344804763794,0.21220409870147705,0.16994667053222656,0.17240233719348907,0.2333124727010727,6
