stutter_type,f1,precision,recall,auprc
Block,0.5429398520424574,0.6326836581709145,0.4754929577464789,0.627014026310003
Prolongation,0.4605059370160041,0.7124600638977636,0.34019832189168575,0.6394295983170964
SoundRep,0.4275147928994083,0.6568181818181819,0.3168859649122807,0.5550521306046926
WordRep,0.2760084925690021,0.6341463414634146,0.17639077340569878,0.45981709035735163
Interjection,0.6020761245674741,0.7372881355932204,0.5087719298245614,0.7215036664588809
