stutter_type,f1,precision,recall,auprc
Block,0.47749648382559773,0.6351730589335828,0.38253521126760565,0.6082244166620496
Prolongation,0.4085106382978723,0.6748681898066784,0.2929061784897025,0.5883388156281336
SoundRep,0.4291497975708502,0.5578947368421052,0.34868421052631576,0.49640983629909935
WordRep,0.40214888718342284,0.4628975265017668,0.35549525101763907,0.4267663204575083
Interjection,0.5111452728670254,0.625587958607714,0.43209876543209874,0.6200058208945949
