epoch,train_loss
1,0.6362363320878464
2,0.6025980428570453
3,0.583440520166923
4,0.5643313343916689
5,0.5345866236923927
6,0.4966163192317692
7,0.43857923353211614
8,0.3746043987335186
9,0.3003114929498026
10,0.24205119415665038
11,0.17973384839571482
12,0.14341109595823961
