stutter_type,f1,precision,recall,auprc
Block,0.6017352364959417,0.5978865406006674,0.6056338028169014,0.6378831861808523
Prolongation,0.547486033519553,0.6269685039370079,0.4858886346300534,0.6270412707523003
SoundRep,0.5448235974551764,0.576499388004896,0.5164473684210527,0.5861961179360354
WordRep,0.5457083042568039,0.5617816091954023,0.5305291723202171,0.5801782423237022
Interjection,0.6844572664983772,0.7690437601296597,0.6166341780376868,0.8063581964518246
