stutter_type,f1,precision,recall,auprc
Block,0.5287214329833231,0.5850991114149009,0.48225352112676056,0.5936015278801452
Prolongation,0.4498539435248296,0.6218034993270525,0.3524027459954233,0.5761940395021844
SoundRep,0.4283783783783784,0.5580985915492958,0.3475877192982456,0.5001380053439104
WordRep,0.3509090909090909,0.5316804407713499,0.2618724559023066,0.42011345427013963
Interjection,0.5635593220338984,0.617169373549884,0.5185185185185185,0.6091743794458064
