stutter_type,f1,precision,recall,auprc
Block,0.5629348513598988,0.6416726748377793,0.5014084507042254,0.6440844078040897
Prolongation,0.6127691726482811,0.6070359281437125,0.6186117467581999,0.6783454570103532
SoundRep,0.599647266313933,0.6463878326996197,0.5592105263157895,0.6712052773966282
WordRep,0.6882022471910112,0.7132459970887919,0.6648575305291723,0.7575209832428198
Interjection,0.7833219412166781,0.8262436914203316,0.7446393762183235,0.879183338539226
