stutter_type,f1,precision,recall,auprc
Block,0.595845385222193,0.5586785009861933,0.6383098591549295,0.6179621281796037
Prolongation,0.5832593907128069,0.47632850241545893,0.7520976353928299,0.6224692875864524
SoundRep,0.5125925925925926,0.3870246085011186,0.7587719298245614,0.5244644598129566
WordRep,0.4151359294636297,0.28463476070528965,0.7666214382632293,0.4601635017593738
Interjection,0.6417953949285923,0.5819238900634249,0.7153996101364523,0.6810523893718483
