epoch,train_loss
1,0.6823080834005758
2,0.6799152456553637
3,0.6747445004803517
4,0.6651671838743268
5,0.6566242773092069
6,0.6502660781651186
7,0.6497616830610026
8,0.648244235638767
9,0.6453393373270406
10,0.6451128569695117
