stutter_type,f1,precision,recall,auprc
Block,0.5643076923076923,0.6216949152542373,0.5166197183098592,0.6507701600092171
Prolongation,0.5284629981024668,0.698870765370138,0.4248665141113654,0.638239827006005
SoundRep,0.4643104643104643,0.6308851224105462,0.3673245614035088,0.5674420916983649
WordRep,0.4015151515151515,0.664576802507837,0.2876526458616011,0.5021967789497553
Interjection,0.6180981595092024,0.7539756782039289,0.5237166991552956,0.7334159993843716
