stutter_type,f1,precision,recall,auprc
Block,0.5774016923842707,0.5180884323358642,0.6520517144463182,0.5501905157773722
Prolongation,0.4397854705021941,0.6069986541049798,0.34480122324159024,0.5466052712794945
SoundRep,0.45752508361204014,0.5498392282958199,0.3917525773195876,0.51014456141361
WordRep,0.3926056338028169,0.5822454308093995,0.2961487383798141,0.4675085386545393
Interjection,0.5796532548249919,0.5716129032258065,0.5879230258792303,0.6279120831082652
