stutter_type,f1,precision,recall,auprc
Block,0.5038216560509554,0.5794871794871795,0.4456338028169014,0.578148320913749
Prolongation,0.3468208092485549,0.7159904534606205,0.2288329519450801,0.5583028588591636
SoundRep,0.2607944732297064,0.6138211382113821,0.16557017543859648,0.4606223992333803
WordRep,0.1175030599755202,0.6,0.06512890094979647,0.3753680120224396
Interjection,0.4358974358974359,0.6367041198501873,0.3313840155945419,0.6083254048063705
