stutter_type,f1,precision,recall,auprc
Block,0.5399484536082474,0.6305492851768246,0.47211267605633805,0.6276932326357523
Prolongation,0.47371107708014293,0.7160493827160493,0.35392829900839057,0.6408597304535617
SoundRep,0.4363103953147877,0.6563876651982379,0.3267543859649123,0.5560284197351344
WordRep,0.28361344537815125,0.627906976744186,0.18317503392130258,0.463938082414742
Interjection,0.6045437042741625,0.7419659735349716,0.5100714749837557,0.7229336429511615
