stutter_type,f1,precision,recall,auprc
Block,0.4403478260869565,0.5754545454545454,0.35661971830985917,0.5500111859523513
Prolongation,0.0815450643776824,0.6551724137931034,0.043478260869565216,0.40436868990600694
SoundRep,0.4027690371302706,0.4726735598227474,0.3508771929824561,0.4280253116461795
WordRep,0.27162629757785467,0.3747016706443914,0.2130257801899593,0.3230379114475793
Interjection,0.16333333333333333,0.5632183908045977,0.09551656920077972,0.4601223537499877
