stutter_type,f1,precision,recall,auprc
Block,0.5904605263157895,0.5750133475707421,0.6067605633802817,0.6235863587633077
Prolongation,0.5701091519731318,0.6339869281045751,0.5179252479023646,0.6373691998465796
SoundRep,0.5094972067039106,0.5193621867881549,0.5,0.5459433718932516
WordRep,0.4434782608695652,0.4758942457231726,0.4151967435549525,0.4827168098679934
Interjection,0.6249139710942877,0.6642282370153622,0.589993502274204,0.7185777139423095
